word,predicted,gold
египтяне,PUNCT,NOUN
צוענים,PUNCT,NOUN
цо,PUNCT,NOUN
ани́м,PUNCT,NOUN
библейской,PUNCT,ADJ
Цоан,PUNCT,PROPN
Древнем,NOUN,ADJ
персы,PUNCT,NOUN
کولی,PUNCT,NOUN
коли́,PUNCT,NOUN
литовцы,PUNCT,NOUN
Čigonai,PUNCT,NOUN
латыши,PUNCT,NOUN
Čigāni,PUNCT,NOUN
болгары,PUNCT,NOUN
Цигани,PUNCT,NOUN
эстонцы,PUNCT,NOUN
mustlased,PUNCT,X
знаменитый,ADP,ADJ
Румскулльский,NOUN,ADJ
дуб,PUNCT,NOUN
быть,AUX,VERB
славянских,NOUN,ADJ
корень,VERB,NOUN
втор,PUNCT,NOUN
жив,VERB,ADJ
вторником,ADP,NOUN
1335,NOUN,ADJ
1340,PUNCT,ADJ
Кавасила,PUNCT,PROPN
Константинополе,NOUN,PROPN
3,NUM,ADJ
Берриз,PUNCT,PROPN
20-й,NOUN,ADJ
Seishun,PUNCT,X
Bus,PUNCT,X
Guide,PUNCT,X
/,SYM,PUNCT
Rival,NOUN,X
Зима,PUNCT,NOUN
мягкая,PUNCT,ADJ
солнечных,PUNCT,ADJ
270,ADP,NUM
насущными,PUNCT,ADJ
проблемами,PUNCT,NOUN
образованных,PUNCT,ADJ
капитальных,PUNCT,ADJ
Шереметев,PUNCT,PROPN
Вассиан,PUNCT,PROPN
воевода,PUNCT,NOUN
Грозного,NOUN,ADJ
Оптимуса,PUNCT,PROPN
и,PART,CCONJ
Современное,PUNCT,ADJ
колоний,PUNCT,NOUN
этого,PRON,DET
непрерывно,PUNCT,ADV
городском,NOUN,ADJ
ПТУ,PUNCT,NOUN
22,ADJ,NUM
электрик,PUNCT,NOUN
социалистические,NOUN,ADJ
сооружали,PUNCT,VERB
общественными,NOUN,ADJ
учреждениями,PUNCT,NOUN
как,SCONJ,ADP
скотч,PUNCT,NOUN
шотландцем,VERB,NOUN
независимой,PUNCT,ADJ
подписанный,PUNCT,VERB
15,NUM,ADJ
Альборето,PUNCT,PROPN
Патрезе,NOUN,PROPN
Сильверстоуна,PUNCT,PROPN
Нюрбургринга,PUNCT,PROPN
присоединился,PUNCT,VERB
Тео,PUNCT,PROPN
Фаби,PUNCT,PROPN
сочетался,PUNCT,VERB
браком,PUNCT,NOUN
Синтией,NOUN,PROPN
Пауэлл,PUNCT,PROPN
Рядом,PUNCT,ADV
Сталина,PUNCT,PROPN
сдавший,PUNCT,VERB
30,ADJ,NUM
хлопка,PUNCT,NOUN
Азизова,PUNCT,PROPN
Рустами,PUNCT,PROPN
бригадный,PUNCT,ADJ
механик,PUNCT,NOUN
Самаркандской,PUNCT,ADJ
сэкономивший,PUNCT,VERB
горючего,PUNCT,NOUN
5000,PUNCT,NUM
выработавший,NOUN,VERB
Амалбаевой,NOUN,PROPN
Карамахон,PUNCT,PROPN
сборщица,PUNCT,NOUN
колхоза,PUNCT,NOUN
Узгарыш,PUNCT,PROPN
Аимского,PUNCT,ADJ
собравшая,PUNCT,VERB
9200,PUNCT,NUM
хлопка,PUNCT,NOUN
выработавшая,NOUN,VERB
525,PUNCT,NUM
трудодней,PUNCT,NOUN
водная,NOUN,ADJ
артерия,PUNCT,NOUN
Чу,PUNCT,PROPN
седьмым,ADP,ADJ
Марибора,NOUN,PROPN
обескровливание,PUNCT,NOUN
вызванное,PUNCT,VERB
пиявками,PUNCT,NOUN
также,PART,CCONJ
холодных,PUNCT,ADJ
компрессов,PUNCT,NOUN
показанного,NOUN,VERB
ухудшению,ADP,NOUN
огнестрельного,PUNCT,ADJ
остеомиелита,PUNCT,NOUN
Декстер,PUNCT,PROPN
их,DET,PRON
познакомить,NOUN,VERB
Lovers,PUNCT,X
Romance,NOUN,X
Songsters,PUNCT,X
звуковым,PUNCT,ADJ
кантонском,NOUN,ADJ
диалекте,PUNCT,NOUN
Эмуляторы,PUNCT,NOUN
GNU,PUNCT,X
Public,PUNCT,X
License,PUNCT,X
их,PRON,DET
законно,PUNCT,ADJ
определённые,ADP,ADJ
авторскими,NOUN,ADJ
правами,PUNCT,NOUN
локаций,PUNCT,NOUN
квестов,PUNCT,NOUN
"22,56",PUNCT,NUM
"0,508",PUNCT,NUM
Хина,PUNCT,PROPN
описывается,PUNCT,VERB
как,SCONJ,ADP
привлекательная,VERB,ADJ
умная,PUNCT,ADJ
целеустремленная,PUNCT,ADJ
мифологические,NOUN,ADJ
существа,PUNCT,NOUN
6,NUM,ADJ
1900,PUNCT,ADJ
1906,PUNCT,ADJ
198-го,PUNCT,ADJ
Александро-Невского,NOUN,ADJ
Принимает,PUNCT,VERB
АКА,NOUN,PROPN
пр.,PUNCT,NOUN
1204,PUNCT,NUM
ходовая,PUNCT,ADJ
рубка,PUNCT,NOUN
стенки,PUNCT,NOUN
крыша,PUNCT,NOUN
борта,PUNCT,NOUN
броневой,PUNCT,ADJ
пояс,PUNCT,NOUN
8,ADJ,NUM
26,ADJ,NUM
моторного,PUNCT,ADJ
ПТ,NOUN,PROPN
76Б,PUNCT,PROPN
лоб,PUNCT,NOUN
стенки,PUNCT,NOUN
крыша,PUNCT,NOUN
барбет,PUNCT,NOUN
ЗПУ,PUNCT,PROPN
2М,PUNCT,NUM
барбет,PUNCT,NOUN
ЗПУ,PUNCT,PROPN
рекрутский,NOUN,ADJ
Петру,ADP,PROPN
25,ADJ,NUM
пехотных,NOUN,ADJ
кавалерийских,NOUN,ADJ
драгунских,PUNCT,ADJ
Брайан,PUNCT,PROPN
Джонсом,PUNCT,PROPN
сценаристом,ADP,NOUN
Лабиринта,PUNCT,NOUN
Гоблинов,PUNCT,NOUN
Лабиринта,PUNCT,NOUN
также,PART,CCONJ
Лабиринтом,PUNCT,NOUN
лесовладения,PUNCT,NOUN
имеющей,PUNCT,VERB
теперешними,NOUN,ADJ
её,DET,PRON
выше,ADJ,ADV
Шабельников,PUNCT,PROPN
отказались,PUNCT,VERB
операция,ADP,NOUN
48-й,VERB,ADJ
2228,NOUN,NUM
1617,PUNCT,NUM
611,PUNCT,NUM
"72,6",PUNCT,NUM
"71,3",VERB,NUM
Артёма,PUNCT,PROPN
пропускает,PUNCT,VERB
Ванечку,NOUN,PROPN
убивает,PUNCT,VERB
товарищеском,NOUN,ADJ
марокканцы,PUNCT,NOUN
6:73,PUNCT,NUM
Дворец,PUNCT,NOUN
малайского,PUNCT,ADJ
бесстрашием,ADP,NOUN
жёстким,ADP,ADJ
Харьковский,ADP,ADJ
и,CCONJ,PART
Петроградский,NOUN,ADJ
это,PRON,DET
предметом,VERB,NOUN
Морском,PUNCT,ADJ
Отечественных,PUNCT,ADJ
записках,PUNCT,NOUN
поездка,PUNCT,NOUN
Амур,NOUN,PROPN
тонким,NOUN,ADJ
дневным,PUNCT,ADJ
ароматом,PUNCT,NOUN
"3,1",NOUN,NUM
Горьковское,ADP,ADJ
военно-политическое,NOUN,ADJ
Зима,PUNCT,NOUN
среднесуточной,NOUN,ADJ
температурой,PUNCT,NOUN
ниже,ADV,ADP
C,X,NOUN
длится,PUNCT,VERB
Существу,PUNCT,NOUN
Пуджардова,NOUN,PROPN
подразделяется,PUNCT,VERB
возобновлённого,PUNCT,VERB
Ставропольский,PUNCT,ADJ
Владикавказский,NOUN,ADJ
Феофан,PUNCT,PROPN
Ашурков,PUNCT,PROPN
Гороховая,PUNCT,ADJ
колбаса,PUNCT,NOUN
повседневных,NOUN,ADJ
громоздкое,VERB,ADJ
Одомашненные,PUNCT,VERB
животные,PUNCT,NOUN
культивируемые,NOUN,VERB
изменчивости,PUNCT,NOUN
реверсии,PUNCT,NOUN
скрещивания,PUNCT,NOUN
Синникий,PUNCT,PROPN
1,NUM,ADJ
68,PUNCT,ADJ
286,NOUN,ADJ
святой,ADJ,NOUN
Реймса,PUNCT,PROPN
Пармиджанино,PUNCT,PROPN
женский,PUNCT,ADJ
1539,PUNCT,ADJ
Виндзор,PUNCT,PROPN
Придаток,PUNCT,NOUN
сидячий,PUNCT,ADJ
загнутый,PUNCT,ADJ
закрученный,NOUN,ADJ
бледно-зелёный,PUNCT,ADJ
узкоцилиндрический,PUNCT,ADJ
нитевидный,PUNCT,ADJ
голый,PUNCT,ADJ
явиться,ADP,VERB
неясного,PUNCT,ADJ
зова,PUNCT,NOUN
галюцинации,PUNCT,NOUN
стуком,PUNCT,NOUN
Ямок,PUNCT,PROPN
Дедовичском,NOUN,ADJ
Главный,PUNCT,ADJ
промысел,PUNCT,NOUN
яицких,PUNCT,ADJ
рыбной,NOUN,ADJ
ловле,PUNCT,NOUN
нигде,VERB,ADV
как,SCONJ,ADP
здешнем,NOUN,ADJ
Паллас,PUNCT,PROPN
Учёные,PUNCT,NOUN
датируют,PUNCT,VERB
Упанишаду,NOUN,PROPN
определённое,PUNCT,ADJ
стрел,PUNCT,NOUN
Лаврентьева,PUNCT,PROPN
БДТ,NOUN,PROPN
Костомарове,PUNCT,PROPN
16,NUM,ADJ
того,PRON,DET
Харатона,PUNCT,PROPN
как,SCONJ,ADP
делается,PUNCT,VERB
том,DET,PRON
правителем,VERB,NOUN
Гуннской,PUNCT,ADJ
державы,PUNCT,NOUN
объединившим,PUNCT,VERB
410-е,NOUN,ADJ
гуннов,PUNCT,NOUN
проживавшие,PUNCT,VERB
Дуная,NOUN,PROPN
заложника,PUNCT,NOUN
защитить,PUNCT,VERB
объединиться,PUNCT,VERB
общем,ADJ,NOUN
стокгольмских,NOUN,ADJ
давших,PUNCT,VERB
синдрому,PUNCT,NOUN
заложника,PUNCT,NOUN
стекла,PUNCT,NOUN
было,AUX,VERB
как,SCONJ,ADP
и,CCONJ,PART
старым,NOUN,ADJ
Бальга,PUNCT,PROPN
рыцарской,NOUN,ADJ
архитектуры,PUNCT,NOUN
кирпичной,PUNCT,ADJ
готики,PUNCT,NOUN
основала,PUNCT,VERB
возглавила,NOUN,VERB
образцовую,PUNCT,ADJ
эстрадного,PUNCT,ADJ
пения,PUNCT,NOUN
ЮМЭ,PUNCT,PROPN
С,ADP,X
эстрады,PUNCT,NOUN
городском,NOUN,ADJ
Дворце,PUNCT,NOUN
Мозыря,PUNCT,PROPN
Дикс,PUNCT,PROPN
урождённый,PUNCT,ADJ
Эрнст,PUNCT,PROPN
Карлтон,PUNCT,PROPN
Бриммер,PUNCT,PROPN
18,NUM,ADJ
Сент-Поле,NOUN,PROPN
Миннесота,PUNCT,PROPN
застройки,PUNCT,NOUN
26,ADJ,NUM
29,ADJ,NUM
Соловейчик,PUNCT,PROPN
оправданным,ADP,VERB
уверены,VERB,ADJ
филогенетическим,NOUN,ADJ
данных,NOUN,ADJ
Эль,NOUN,PROPN
Кольядо,PUNCT,PROPN
вратарь,PUNCT,NOUN
сорок,PUNCT,NUM
Девушка,PUNCT,NOUN
ждала,PUNCT,VERB
30,ADJ,NUM
31.52,PUNCT,NUM
разрабатываются,PUNCT,VERB
реакторные,PUNCT,ADJ
СВБР,NOUN,PROPN
мощностей,PUNCT,NOUN
эл,PUNCT,ADJ
содержат,PUNCT,VERB
экономические,NOUN,ADJ
оборонные,PUNCT,ADJ
ресурсные,PUNCT,ADJ
правовые,NOUN,ADJ
54,NUM,ADJ
кажущееся,NOUN,VERB
подчинение,PUNCT,NOUN
галльских,NOUN,ADJ
Алфёрове,NOUN,PROPN
действовала,PUNCT,VERB
земская,PUNCT,ADJ
Почётные,PUNCT,ADJ
титулы,PUNCT,NOUN
хитаб,PUNCT,NOUN
Матье,PUNCT,PROPN
Лангедоке,NOUN,PROPN
берлинец,PUNCT,NOUN
Ich,PUNCT,X
bin,PUNCT,X
Berliner,PUNCT,X
берлинский,PUNCT,ADJ
пончик,PUNCT,NOUN
Ich,PUNCT,X
bin,PUNCT,X
ein,PUNCT,X
Berliner,PUNCT,X
чем,SCONJ,PRON
смех,ADP,NOUN
Рейкьявике,NOUN,PROPN
Бате,PUNCT,PROPN
Сомерсет,PUNCT,PROPN
Ля,NOUN,PROPN
Рошели,PUNCT,PROPN
подобных,PUNCT,ADJ
Дней,PUNCT,NOUN
Free,PUNCT,X
Days,PUNCT,X
Мирское,PUNCT,ADJ
Марьяновка,PUNCT,PROPN
4-х,NOUN,NUM
Новомлиновка,PUNCT,PROPN
Розовский,PUNCT,ADJ
Серге́й,PUNCT,PROPN
Евге́ньевич,PUNCT,PROPN
Супо́нев,PUNCT,PROPN
28,NUM,ADJ
8,NUM,ADJ
Едимоново,PUNCT,PROPN
Тверская,PUNCT,ADJ
дирекции,PUNCT,NOUN
ОРТ,PUNCT,PROPN
1834,NOUN,ADJ
было,AUX,VERB
239,VERB,NUM
20753,PUNCT,NUM
рассчитано,PUNCT,VERB
показана,PUNCT,VERB
выражавшаяся,PUNCT,VERB
рабочих,ADJ,NOUN
субсидиях,PUNCT,NOUN
большевистской,PUNCT,ADJ
Ирину,NOUN,PROPN
пал,PUNCT,VERB
Владимиру,NOUN,PROPN
Высоцкому,PUNCT,PROPN
сниматься,ADP,VERB
Вершины,PUNCT,NOUN
нечётных,PUNCT,ADJ
степеней,PUNCT,NOUN
нечётными,ADP,ADJ
нечётными,NOUN,ADJ
вершинами,PUNCT,NOUN
быть,AUX,VERB
вещественных,VERB,ADJ
отвлекающих,PUNCT,VERB
великой,NOUN,ADJ
мудрости,PUNCT,NOUN
скрябинского,PUNCT,ADJ
вдохновения,PUNCT,NOUN
Ежи,PUNCT,PROPN
Себастьян,PUNCT,PROPN
Любомирский,PUNCT,PROPN
осаждать,ADP,VERB
Ленчицу,NOUN,PROPN
советскими,PUNCT,ADJ
Константина,PUNCT,PROPN
Пятса,PUNCT,PROPN
Плетнёва,PUNCT,PROPN
войдёт,PUNCT,VERB
закулисных,PUNCT,ADJ
Обыкновенно,PUNCT,ADV
даосизм,ADP,NOUN
как,ADV,ADP
философской,PUNCT,ADJ
дао,PUNCT,NOUN
цзя,PUNCT,NOUN
дао,PUNCT,NOUN
цзяо,PUNCT,NOUN
это,PRON,DET
деление,VERB,NOUN
условно,ADV,ADJ
Так,SCONJ,ADV
оренбургских,NOUN,ADJ
общинным,PUNCT,ADJ
правом,ADJ,NOUN
регулировался,NOUN,VERB
рыбный,PUNCT,ADJ
промысел,PUNCT,NOUN
генома,PUNCT,NOUN
H.,PUNCT,X
pylori,PUNCT,X
ведётся,PUNCT,VERB
улучшить,PUNCT,VERB
патогенеза,PUNCT,NOUN
гастритов,PUNCT,NOUN
язвенной,NOUN,ADJ
причин,PUNCT,NOUN
вызывать,PUNCT,VERB
заболевание,PUNCT,NOUN
геосинклинальные,NOUN,ADJ
складчатых,PUNCT,ADJ
платформенные,NOUN,ADJ
Данная,PUNCT,ADJ
Надо,PUNCT,VERB
такому,VERB,DET
случиться,ADP,VERB
отнюдь,NOUN,ADV
негостеприимные,PUNCT,ADJ
обыграли,PUNCT,VERB
12:6,PUNCT,NUM
живописный,PUNCT,ADJ
пруд,PUNCT,NOUN
Тридцатилетней,PUNCT,ADJ
Фердинанд,PUNCT,PROPN
прибег,NOUN,VERB
профессиональной,PUNCT,ADJ
Валленштейна,PUNCT,PROPN
контрибуций,PUNCT,NOUN
Вселенной,PUNCT,NOUN
Дюны,PUNCT,PROPN
Надевать,PUNCT,VERB
забыть,ADP,VERB
Кольцо,VERB,NOUN
Грачёва,PUNCT,PROPN
контртеррористическая,PUNCT,ADJ
операция,PUNCT,NOUN
пресечения,PUNCT,NOUN
незаконных,PUNCT,ADJ
вооруженных,PUNCT,ADJ
формирований,PUNCT,NOUN
внесла,PUNCT,VERB
серьезный,PUNCT,ADJ
и,CCONJ,PART
сложившейся,PUNCT,VERB
экологической,PUNCT,ADJ
обстановки,PUNCT,NOUN
Частный,PUNCT,ADJ
POST,X,PROPN
RFC,NOUN,X
2616,PUNCT,NUM
POST,X,PROPN
любого,NOUN,DET
контекста,PUNCT,NOUN
идемпотентен,VERB,ADJ
изменение,ADP,NOUN
сервера,PUNCT,NOUN
как,ADP,ADV
комментария,PUNCT,NOUN
24,NUM,ADJ
ФЗ,PUNCT,NOUN
федеральном,NOUN,ADJ
бюджете,PUNCT,NOUN
плановый,NOUN,ADJ
параметры,ADP,NOUN
аналогичны,PUNCT,ADJ
присуждения,PUNCT,NOUN
журналистское,NOUN,ADJ
1,NUM,ADJ
любого,PUNCT,DET
обязательно,VERB,ADV
являющегося,ADP,VERB
2,NUM,ADJ
Березниковского,PUNCT,ADJ
Форума,PUNCT,NOUN
Родезийский,PUNCT,ADJ
ископаемой,PUNCT,ADJ
разновидности,PUNCT,NOUN
чьи,PUNCT,DET
Брокен,PUNCT,X
Родезии,NOUN,PROPN
Кабве,PUNCT,PROPN
Замбии,NOUN,PROPN
Необходимое,PUNCT,ADJ
снаряжение,PUNCT,NOUN
спасли,PUNCT,VERB
Hummel,PUNCT,X
хумель,PUNCT,NOUN
шмель,PUNCT,NOUN
датская,PUNCT,ADJ
одежды,PUNCT,NOUN
Исключительно,PUNCT,ADV
липосарком,PUNCT,NOUN
как,SCONJ,ADV
одиночных,NOUN,ADJ
так,SCONJ,ADV
Монмартре,NOUN,PROPN
Михалков,PUNCT,PROPN
Транспорт,PUNCT,NOUN
Новокузнецк,PUNCT,PROPN
Ахпун,PUNCT,PROPN
Новокузнецк,PUNCT,PROPN
Тенеш,PUNCT,PROPN
Кемерово,PUNCT,PROPN
Таштагол,PUNCT,PROPN
Таштагол,NOUN,PROPN
Новокузнецк,PUNCT,PROPN
Кемерово,PUNCT,PROPN
Анджерио,VERB,PROPN
приобретения,PUNCT,NOUN
1993,ADJ,NUM
/,SYM,PUNCT
думской,PUNCT,ADJ
Пехтин,PUNCT,PROPN
факта,PUNCT,NOUN
Михеевым,PUNCT,PROPN
Ростовской,VERB,ADJ
842,ADP,NUM
Марла,PUNCT,PROPN
календарь,PUNCT,NOUN
лугово-восточного,PUNCT,ADJ
марийского,PUNCT,ADJ
Швиц,PUNCT,PROPN
Рикенбах,PUNCT,PROPN
Ибах,PUNCT,PROPN
Зеевен,PUNCT,PROPN
дебют,ADP,NOUN
Бобби,NOUN,PROPN
Джентри,PUNCT,PROPN
сингл,PUNCT,NOUN
Ode,PUNCT,X
Stranger,PUNCT,X
Mirror,PUNCT,X
Джоди,NOUN,PROPN
Рейнольдс,PUNCT,PROPN
исполнительницей,PUNCT,NOUN
рокабилли,PUNCT,NOUN
33883,PUNCT,NUM
Внутри,PUNCT,ADP
жили,PUNCT,VERB
коренные,PUNCT,ADJ
станичники,PUNCT,NOUN
пришлые,PUNCT,ADJ
Ковиде,PUNCT,PROPN
фрегезия,PUNCT,NOUN
Брага,PUNCT,PROPN
Рушди,NOUN,PROPN
Кихией,PUNCT,PROPN
Халебе,NOUN,PROPN
Буроголовый,PUNCT,ADJ
коровий,PUNCT,ADJ
трупиал,PUNCT,NOUN
это,PRON,PART
гнездовой,VERB,ADJ
паразит,ADP,NOUN
маленьких,NOUN,ADJ
певчих,PUNCT,ADJ
чашеобразные,NOUN,ADJ
гнёзда,PUNCT,NOUN
как,ADP,SCONJ
жёлтой,NOUN,ADJ
древесницы,PUNCT,NOUN
Симферопольскому,NOUN,ADJ
уезду,PUNCT,NOUN
Таврической,PUNCT,ADJ
Вязьма,PUNCT,PROPN
чистая,VERB,ADJ
птицефабрики,PUNCT,NOUN
Лесная,PUNCT,ADJ
Боровое,PUNCT,ADJ
загрязнена,NOUN,VERB
Уагадугу,PUNCT,PROPN
молодёжный,NOUN,ADJ
школьные,PUNCT,ADJ
продлённого,PUNCT,ADJ
Matter,PUNCT,X
Life,PUNCT,X
And,PUNCT,X
Death,PUNCT,X
исполнялся,PUNCT,VERB
учитывать,NOUN,VERB
учащегося,PUNCT,NOUN
преподавания,PUNCT,NOUN
осуждал,PUNCT,VERB
общепринятые,PUNCT,ADJ
Талмуда,PUNCT,PROPN
одобрительно,NOUN,ADV
высказывался,PUNCT,VERB
иудаизма,PUNCT,NOUN
моллюск,PUNCT,NOUN
молниеносно,PUNCT,ADV
бросается,PUNCT,VERB
Rosa,PUNCT,X
odorata,PUNCT,X
открыл,PUNCT,VERB
Ост-Индской,NOUN,ADJ
1808,NOUN,ADJ
Кантоне,NOUN,PROPN
их,DET,PRON
сэру,PUNCT,NOUN
Abraham,PUNCT,X
Hume,PUNCT,X
их,DET,PRON
Hume&#39;&#39;s,PUNCT,X
Blush,PUNCT,X
леди,PUNCT,NOUN
Amelia,PUNCT,X
Hume,PUNCT,X
дисперсных,PUNCT,ADJ
мази,PUNCT,NOUN
подразделяют,PUNCT,VERB
гомогенные,NOUN,ADJ
сплавы,PUNCT,NOUN
растворы,PUNCT,NOUN
суспензионные,PUNCT,ADJ
эмульсионные,PUNCT,ADJ
консистентных,NOUN,ADJ
мази,VERB,NOUN
гели,PUNCT,NOUN
линименты,PUNCT,NOUN
пасты,PUNCT,NOUN
Реутово,PUNCT,PROPN
подмосковном,NOUN,ADJ
Реутове,PUNCT,PROPN
Реутово,PUNCT,PROPN
Мату,X,PROPN
Гросу,X,PROPN
несёт,PUNCT,VERB
1566,PUNCT,NUM
Гёйгёль,PUNCT,PROPN
Аджикенд,NOUN,PROPN
всемирно,PUNCT,ADV
лечебно-оздоровительный,NOUN,ADJ
Нафталан,PUNCT,PROPN
очистке,ADP,NOUN
и,PART,CCONJ
промывке,VERB,NOUN
Верхнюю,PUNCT,ADJ
западной,NOUN,ADJ
традиционно,PUNCT,ADV
Ромула,PUNCT,PROPN
476,PUNCT,ADJ
готов,ADJ,NOUN
Теодориха,NOUN,PROPN
Италию,NOUN,PROPN
568,NUM,ADJ
Назарий,PUNCT,PROPN
Краевский,PUNCT,PROPN
генерал-поручиком,VERB,NOUN
смоленской,ADP,ADJ
1686,PUNCT,ADJ
Деньги,PUNCT,NOUN
достигала,PUNCT,VERB
богадельни,PUNCT,NOUN
священники,PUNCT,NOUN
приступили,PUNCT,VERB
Коломенскому,NOUN,ADJ
Сергию,PUNCT,PROPN
Прихожанин,PUNCT,NOUN
Святаго,PUNCT,ADJ
Предтечи,PUNCT,PROPN
Преснею,NOUN,PROPN
Рогожской,PUNCT,ADJ
слободы,PUNCT,NOUN
ямщик,PUNCT,NOUN
Напалков,PUNCT,PROPN
изъявил,PUNCT,VERB
каменную,ADP,ADJ
означенной,NOUN,ADJ
паперти,PUNCT,NOUN
трапезы,PUNCT,NOUN
ризницы,PUNCT,NOUN
современников,PUNCT,NOUN
Эбер,NOUN,PROPN
противоположен,VERB,ADJ
образам,ADP,NOUN
создаваемым,PUNCT,VERB
развивается,PUNCT,VERB
склерозирующий,PUNCT,ADJ
кератит,PUNCT,NOUN
что,SCONJ,DET
и,CCONJ,PART
ведёт,NOUN,VERB
Лебёдка,PUNCT,NOUN
тянет,PUNCT,VERB
1600,PUNCT,NUM
метровый,PUNCT,ADJ
трос,PUNCT,NOUN
сделанный,PUNCT,VERB
стального,NOUN,ADJ
синтетического,NOUN,ADJ
волокна,PUNCT,NOUN
прикреплённый,PUNCT,VERB
Чеховском,NOUN,ADJ
уделяется,PUNCT,VERB
физической,PUNCT,ADJ
коннективизма,PUNCT,NOUN
искусственном,NOUN,ADJ
интеллекте,PUNCT,NOUN
интересны,PUNCT,ADJ
агенты,ADP,NOUN
способны,VERB,ADJ
развиваться,NOUN,VERB
Литлтоне,NOUN,PROPN
образует,PUNCT,VERB
Чатфилд,PUNCT,PROPN
питьевой,PUNCT,ADJ
Денвера,PUNCT,PROPN
3813,ADP,NUM
староства,PUNCT,NOUN
болота,ADP,NOUN
Моркишкю,PUNCT,PROPN
Шилишкю,PUNCT,PROPN
Паэжерио,NOUN,PROPN
составляющих,NOUN,VERB
Провинциальные,PUNCT,ADJ
анекдоты,PUNCT,NOUN
Ангара,PUNCT,PROPN
Случай,PUNCT,NOUN
Репертуар,PUNCT,NOUN
М.,PUNCT,PROPN
Механизмы,PUNCT,NOUN
аутентификации,PUNCT,NOUN
гарантируют,PUNCT,VERB
добросовестным,VERB,ADJ
абонентам,ADP,NOUN
обладающим,PUNCT,VERB
добросовестным,PUNCT,ADJ
оборудованием,PUNCT,NOUN
нестандартным,NOUN,ADJ
417,ADP,NUM
946,ADP,NUM
Ерыклы,PUNCT,PROPN
Зиреклы,PUNCT,PROPN
Новошешминском,NOUN,ADJ
Татарстан,PUNCT,PROPN
Госвоенкино,PUNCT,PROPN
многотомном,NOUN,ADJ
энциклопедическом,PUNCT,ADJ
Художники,PUNCT,NOUN
Лучшая,PUNCT,ADJ
нападающая,PUNCT,NOUN
Манон,PUNCT,PROPN
Флир,PUNCT,PROPN
Скаволини,PUNCT,PROPN
роком,ADP,NOUN
атомным,NOUN,ADJ
энергетическим,PUNCT,ADJ
установкам,PUNCT,NOUN
Борисов,PUNCT,PROPN
FW08,NOUN,X
Епархия,PUNCT,NOUN
Прешова,PUNCT,PROPN
Закона,PUNCT,NOUN
Указ,PUNCT,NOUN
15,NUM,ADJ
Железнодорожное,PUNCT,ADJ
космологическим,NOUN,ADJ
реликтовое,PUNCT,ADJ
излучение,PUNCT,NOUN
рассматривается,PUNCT,VERB
как,SCONJ,ADP
одно,DET,NUM
как,SCONJ,ADP
спортивном,NOUN,ADJ
финальный,NOUN,ADJ
раунд,PUNCT,NOUN
это,PRON,DET
духовенство,VERB,NOUN
помогло,ADP,VERB
Хакону,NOUN,PROPN
покорить,PUNCT,VERB
Исландию,NOUN,PROPN
Гренландию,NOUN,PROPN
WebCite,PUNCT,X
также,CCONJ,PART
архивирует,NOUN,VERB
метаданные,PUNCT,NOUN
архивируемых,NOUN,VERB
ресурсах,PUNCT,NOUN
MIME,PUNCT,X
контента,PUNCT,NOUN
этом,PRON,DET
Каташ,PUNCT,PROPN
17,ADJ,NUM
трёхочковый,NOUN,ADJ
бросок,PUNCT,NOUN
предопределил,PUNCT,VERB
входило,PUNCT,VERB
совершался,PUNCT,VERB
Пресвятой,NOUN,ADJ
Богородице,PUNCT,PROPN
соединенный,PUNCT,VERB
Крутой,ADJ,PROPN
теоретический,NOUN,ADJ
Кировоградского,PUNCT,ADJ
Владимировна,PUNCT,PROPN
Макеева,PUNCT,PROPN
линейная,PUNCT,NOUN
волгоградского,NOUN,ADJ
Динамо,PROPN,NOUN
Поповка,PUNCT,PROPN
Дело,PUNCT,NOUN
том,DET,PRON
договорных,PUNCT,ADJ
стартовал,PUNCT,VERB
минус,PUNCT,NOUN
Очки,PUNCT,NOUN
Петербургское,ADP,ADJ
коммерческое,NOUN,ADJ
бухгалтером,ADP,NOUN
Ужанье,PUNCT,PROPN
Ужица,PUNCT,PROPN
Усвяты,PUNCT,PROPN
комедийных,PUNCT,ADJ
ImaginAsianTV,PUNCT,X
Возбудители,PUNCT,NOUN
стрептококки,PUNCT,NOUN
стафилококки,PUNCT,NOUN
кишечная,PUNCT,ADJ
палочка,PUNCT,NOUN
др.,ADJ,NOUN
проникают,PUNCT,VERB
межтканевых,NOUN,ADJ
щелей,PUNCT,NOUN
воспалённой,PUNCT,VERB
отводящие,NOUN,VERB
поверхностные,PUNCT,ADJ
и,CCONJ,PART
глубокие,NOUN,ADJ
лимфатические,PUNCT,ADJ
сосуды,PUNCT,NOUN
Выступает,PUNCT,VERB
Выходя,PUNCT,VERB
навстречу,ADP,ADV
объединённым,PUNCT,VERB
Жод,PUNCT,PROPN
Jaude,PUNCT,X
полетели,PUNCT,VERB
ускользнуть,NOUN,VERB
Карпов,PUNCT,PROPN
Прикарпатском,NOUN,ADJ
мотоциклетным,ADP,ADJ
73-го,PUNCT,ADJ
гвардейского,PUNCT,ADJ
разведывательного,NOUN,ADJ
128-й,PUNCT,ADJ
38-й,PUNCT,ADJ
неравенство,VERB,NOUN
исходило,PUNCT,VERB
характерно,VERB,ADJ
авраамических,NOUN,ADJ
Ага,PUNCT,PROPN
Мохаммед,PUNCT,PROPN
